Rating,Review,concert_review
1,항상 웨이팅이 기본임 요새 겨울이라 사람 더 많을 듯 비빔국수를 꼭 서비스로 먹길 바람.. 꼭!!,요즘 겨울이라 그런지 관람객이 더 늘어난 것 같아요. 항상 대기 시간이 있다는 점을 감안하셔야 합니다. 그리고 간식으로 나오는 비빔국수는 꼭 챙겨 드시길 강력히 추천합니다!
1,가격 대비 푸짐한양하고 맛도 좋고 저녁에 술 한잔하면서 든든하게 배를 채울 수 있어요,"저렴한 가격에 양도 넉넉하고, 공연 중간에 간단히 마시는 술과 함께 배를 든든히 채울 수 있어 만족스러웠어요."
1,사리곰탕처럼 먹을 수 있어요. 면을 무제한으로 주는 서비스. 역에서 가까움,국물을 계속 떠먹게 만드는 맛이었어요. 면을 원하는 만큼 마음껏 즐길 수 있는 이벤트가 있었습니다. 공연장과 매우 가까운 위치여서 편리했어요.
0,갈비탕... 냉동고기에서 나는 특유의 냉장고 냉동 냄새가 심하게 남 먹는데 오래된 건가 하는 생각을 하게 됨 진짜 심했음 그 외엔.. 포장 시 김치는 추가 비용 주차는 1시간 이상 할인권 더 이상 안 들어감 갈비찜과 같이 먹는데 시간이 오래 걸리는 음식은 먹으면 음식값 내고 주차비 따로 더 내야 함 탕 종류도 뜨거워도 급하게 원샷 2분 더 나왔고 친절하게 할인권도 더 주셨으나 주차시스템이 주차비 받고 싶어서 안달 난.. 예전엔 주말엔 편히 여유롭게 식사했는데 밥값도 내고 주차비도 내기 싫고 쫓기면서 먹고 싶지도 않음 여러모로 실망에.. 다시 안 가게 될 것 같음..,"콘서트 관람 후기로 재서술한 문장은 다음과 같습니다.

---

공연장 음식에서 오래된 냉동 식재료에서 나는 특유의 냉장고 냄새가 너무 심하게 났어요. 먹는 내내 그 불쾌한 냄새가 신경 쓰여서 공연에 집중하기 어려웠습니다. 그 밖에도, 먹거리 패키지에 포함된 김치는 추가 요금을 내야 했고, 공연장 주차 할인도 1시간만 적용돼서 더 이상 할인받기 어려웠습니다. 특히 무대 시작 전에 시간이 오래 걸리는 공연 콘텐츠와 함께 즐기려면 음식 값을 내는 것뿐만 아니라 별도의 주차비도 추가로 부담해야 했습니다. 뜨거운 음식도 급하게 먹느라 2분 만에 끝내야 했고, 다행히도 친절하게 할인권을 추가로 받을 수 있었지만, 주차 시스템은 주차비를 더 받으려는 의도가 뚜렷해 불쾌했습니다. 전에는 주말에도 편안하게 여유롭게 공연과 식사를 즐길 수 있었는데, 이제는 음식비에 주차비까지 내면서 분주하게 쫓기듯이 공연을 봐야 하는 상황이라 매우 실망스럽네요. 여러모로 불만족스러워서 다시는 이 공연장을 방문하지 않을 것 같습니다."
1,동남 집은 고기도 맛이 있긴 한데 아무래도 갈비탕이 제맛인 거 같네요 갈비탕 추천합니다 또한 만두도 맛이 있어요,"동남 집은 고기 요리도 괜찮았지만, 개인적으로는 갈비탕이 가장 인상 깊었어요. 갈비탕은 꼭 드셔보시길 추천드립니다. 거기에 만두도 정말 맛있었답니다."
1,여기 맛있어요 강츄,여기는 정말 맛이 좋아서 강력히 추천하고 싶어요.
1,다이닝 코드 추천 가산디지털단지 1위 식당. 벼르고 별러 드디어 방문. 부드러운 보쌈과 김치는 예술의 경지. 개인적으로 김치에 굴이 들어갔으면 perfecr인데 그냥도 정말 맛있음. 곁들인 막국수랑 국밥도 굿,"디지털 산업단지에서 소문난 최고의 식당을 드디어 찾았다. 오랫동안 기다린 보람이 있었다. 입에서 사르르 녹는 부드러운 족발과 그에 어울리는 김치는 정말 뛰어났다. 개인적으로 김치에 굴이 들어갔으면 더욱 완벽했을 것 같지만, 그 자체만으로도 훌륭한 맛을 자랑했다. 함께 먹은 막국수와 국밥도 환상적인 조화를 이루었다."
0,"맛은 괜찮지만 서비스가 쓰레기 이 세상의 서비스가 아니다. 막국수가 집 나갔는지 돌아오지 않는다. 10분 늦게 시킨 선짓국이 막국수보다 10분 먼저 나오는 기적이 행해지며, 집 나간 막국수를 찾아달라고 했더니 다시 선짓국 시키지 않았냐며 시키지도 않은 것을 권한다. 신기한 사실은 이런 일들이 한 테이블이 아닌, 옆 테이블에도 비일비재하게 일어난다는 것이다. 서비스의 클라이맥스는 먹지도 않은 선짓국을 추가로 계산하라는 데에서 방점을 찍었다. 심지어 이 모든 실수가 본인들의 잘못임에도 불구하고, 전혀 미안하다거나 사과의 말도 없었다. 차라리 편의점 족발, 막국수 먹는 게 행복할 것 같다","맛은 나쁘지 않았지만 공연장의 서비스는 정말 형편없었다. 기다리던 공연 프로그램이 갑자기 사라진 듯 나오지 않았고, 늦게 입장한 관객이 먼저 시작된 것 같은 기묘한 상황도 벌어졌다. 공연 관계자에게 잃어버린 프로그램을 찾아달라고 요청했더니, 이미 다른 프로그램을 선택하지 않았냐며 전혀 주문하지 않은 것을 권유하였다. 더욱 놀라운 점은 이런 혼란이 한 관객석에서만 일어난 게 아니라 옆자리에서도 빈번하게 발생했다는 것이다. 서비스 문제의 절정은 관람하지도 않은 부가 프로그램에 대해 추가 요금을 요구한 데서 정점을 찍었다. 게다가 이런 모든 실수에 대해 전혀 사과하거나 미안해하는 기색조차 없었다. 차라리 편안한 집에서 공연 없이 음악 듣는 것이 더 나을 것 같다."
1,"6월 초에 이 근처로 회사를 옮긴 친구와 7시 지음 방문했는데 상당히 시끌벅적한 분위기였다. 자리가 꽉 차 있었지만 다행히도 짧은 웨이팅 3분 후에 앉을 수 있었다. 내가 앉은 쪽은 테이블이 좀 다닥다닥 붙어있었기 때문에 의자를 좀 좁혀 앉았었다. 분위기가 흡사 종로나 을지로에 오래된 00회관 이름이 붙는 가게 같았다. 메뉴는 술안주 할 보쌈 작은 거 에다가 막국수를 시켰는데 가격이 30,000원에 8,000원 정도 했던 걸로 기억한다. 가격이 쌔게 느껴졌다. 소주 한 병을 시켜놓고 이것저것 이야기하다 보니 보쌈이 나왔고 막국수는 주문이 안 들어 간 것 같아서 다시 주문했었다. 보쌈고기는 잘 잚고 비계가 적당히 많이 끼어있는 부위도 있고 살코기도 있었는데 전혀 뻑뻑하지 않았다. 단점은 양일뿐... 그리고 이집 김치에 대한 평가가 좋아서 내심 기대하고 먹었는데 확실히 독특했다.우리가 알던 그 안 익은 배추김치 맛 보단 겉절이 같은데 그 안에 작은 상쾌한 맛이 난다고 해야 할까 완전 안 익은 김치가 아니라 겉절이 상태에서 아주 살짝 살자 악 만 익은 맛이 놀라웠다. 달달하면서 고춧가루와 양념의 맛이 잘 어우러지는 겉절이 같지만 겉절이가 아닌 배추김치는 그 썰어놓은 결도 맛도 익숙하면서도 새로운 신선한 느낌이 나쁘지 않았다. 그리고 개인적으로 막국수도 정말 맛이 있었다. 메밀의 거친 느낌이 살아있는 뚝뚝 끊기는 메밀면은 그 특유의 맛도 좋았고 진짜 메밀면 맛을 모르는 나로서는 이것이 진짜 막국수가 아닐까 하는 느낌이 강했다 양념도 기존의 그것과는 조금 달랐다. 심심한 듯 달달하니 감칠맛이 나는 맛이었고 안에 무심히 들어있는 무청 김치도 한몫 단단히 하더라.. 그렇게 친구랑 소주 4병씩 마시고 얼큰히 가게 문을 나오는데 다음에는 부모님을 모셔오고 싶었다.","6월 초, 친구가 근처로 이사 온 것을 계기로 저녁 7시에 공연장에 갔다. 내부는 매우 활기차고 북적이는 느낌이었다. 좌석은 거의 만석이었지만 운 좋게도 3분 정도 기다린 후 자리를 잡을 수 있었다. 내가 앉은 구역은 좌석들이 꽤 가까워서 의자를 약간 모아 앉아야 했다. 전체 분위기는 오래된 도심 속 소규모 공연장처럼 친근하고 정감이 갔다.

우리는 공연 전 간단한 안주와 음료를 주문했는데, 가격은 다소 비싼 편이었다고 기억한다. 소주 한 병을 곁들여 이야기꽃을 피우다가 안주가 먼저 나왔고, 예정된 다른 음식은 미처 나오지 않아 다시 요청했다. 안주로 나온 음식은 육질이 부드럽고 적당한 지방이 섞여 있어 질기지 않아 만족스러웠다. 단점이라면 양이 다소 적은 점이었다.

특히 반찬으로 나온 김치는 평소 접하던 것과 달리 신선하고 독특한 맛이 인상적이었다. 완전히 익지 않은 배추김치보다는 살짝 익은 겉절이 같은 느낌인데, 그 안에 은은한 상쾌함이 있어 신선한 충격을 받았다. 달콤하면서도 양념과 고춧가루가 잘 어우러진 맛이었고, 썰어진 배추의 식감도 익숙하면서 새로웠다.

막국수도 개인적으로 매우 인상 깊었다. 메밀의 텍스처가 살아있고 면이 뚝뚝 끊기는 특유의 식감이 참 신선했다. 기존 막국수와 달리 조금 더 은은하고 달콤하면서 감칠맛 나는 양념이 특징이었다. 안에 들어있는 무청김치도 맛을 한층 살려주었다.

친구와 소주를 네 병씩 마시며 흥겨운 시간을 보내고 나서, 다음번에는 부모님도 함께 모시고 싶다는 생각이 들며 공연장을 나섰다."
2,막국수 맛있어요 근데 버스 타고는 안 갈 것 같아요 재방문 의사는 있어요,냉면 맛이 정말 좋았어요. 다만 버스 이용해서 가는 건 좀 힘들 것 같아요. 그래도 다시 방문하고 싶은 마음은 있어요.
1,건물은 단독 건물인데 벽의 타일이 떨어져 있는데도 보수도 안 한 상태다. 메뉴도 몇 가지 만 한다. 그런데 음식은 최상급이다. 보쌈은 고기 냄새도 잘 잡고 고기 맛이 증폭된다. 특히 보쌈김치는 정말 맛이 깊다. 막국수는 면과 양념의 조화가 아주 잘되어 있다. 계속 맛을 유지해 주면 좋겠다,"공연장이 독립된 공간이었지만 벽면 일부가 낡아 떨어진 상태였고, 아직 수리가 이루어지지 않았다. 프로그램도 몇 가지에 불과했다. 하지만 공연 자체는 매우 뛰어났다. 메인 무대는 분위기와 연출이 완벽하게 어우러져 감동을 더했다. 특히 조명과 음악의 조화가 깊은 인상을 남겼다. 밴드의 연주는 각 악기의 소리가 균형 있게 맞춰져 있어 매우 훌륭했다. 앞으로도 이런 높은 수준을 계속 유지했으면 좋겠다."
1,맛있습니다. 특히 보쌈김치는 수준급이고요. 가격은 착하진 않습니다. 주차 공간 없어요,"공연 관람은 정말 만족스러웠습니다. 특히 무대 연출이 뛰어나 감탄했어요. 다만 티켓 가격이 그리 저렴하지는 않았고, 주차할 곳이 마땅치 않아 조금 불편했습니다."
1,보쌈은 매우 맛있으나 다소 비쌈 그러나 김치도 맛있고.. 맛 하나 보고 가기 좋다,공연은 정말 인상적이었지만 티켓 가격이 약간 부담스러웠다. 다만 무대 연출과 분위기가 훌륭해서 충분히 즐길 만했다.
1,돼지고기가 연하고 부드러움,고기가 아주 부드럽고 입안에서 살살 녹는 느낌이었어요.
1,어머니가 까다로우신데 김치랑 맛있다고 하셨어요. 잘 먹고 갑니다!,"어머니께서 입맛이 까다로우신 편인데, 공연장에서 제공된 음식이 아주 맛있다고 칭찬하셨어요. 즐겁게 잘 관람하고 돌아갔습니다!"
0,"막국수는 별로, 보쌈과 보쌈김치는 괜찮은 편. 친절하지 않음","막국수는 기대에 미치지 못했지만, 보쌈과 김치는 나쁘지 않았어요. 서비스가 썩 친절하지 않은 점이 아쉬웠습니다."
1,족발이 야들야들하고 비린내 전혀 안 나요 비빔국수가 별미네요,족발이 부드럽고 전혀 비린내가 나지 않아 좋았어요. 비빔국수도 정말 특별한 맛이었답니다.
1,자극적인 향과 강렬한 맛을 흉내 낸 족발이 아닌 기본에 충실한 맛과 싱싱하고 탄력 있는 족발을 맛봤습니다.,"향이 지나치게 강하지 않고, 본연의 맛을 잘 살린 신선하고 쫄깃한 족발을 즐길 수 있었습니다."
1,맛은 최고 하지만 손님도 너무 많아서 시끄러움 직장인들이 포장해서 사무실에서 많이 먹음,"음식은 정말 훌륭했지만, 관객이 너무 많아 소란스러웠다. 직장인들이 공연장 근처에서 음식을 포장해 사무실에서 즐기는 모습을 많이 볼 수 있었다."
1,맛있습니다. 평균 이상의 족발이며 가끔 간이 셀 때가 있습니다,"공연이 정말 좋았습니다. 전체적으로 기대 이상이었고, 가끔씩 사운드가 조금 강하게 느껴질 때도 있었습니다."
1,기본에 충실한 족발입니다. 맛나요.,기본에 충실한 공연이었어요. 정말 즐거웠습니다.
1,"만두전골 김치, 고기, 반반 중에 선택할 수 있습니다. 고기만두는 돼지고기와 생강 향이 잘 어우러져 감칠맛이 뛰어나고, 김치만두는 김치와 고기도 가득 들어있어 마지막에 칼국수랑 먹으면 좋습니다. 국물은 맑은 육수긴 한데 고추씨가 들어가 있어 깔끔하면서도 칼칼하고 국물에 만두를 적셔 떠먹으면 꿀맛!","콘서트장에서 맛볼 수 있는 음식 선택지가 다양했습니다. 고기만두는 돼지고기와 생강 향의 조화가 아주 뛰어나 깊은 감칠맛을 느낄 수 있었고, 김치만두는 매콤한 양념과 고기가 듬뿍 들어가 있어 식사 내내 만족스러웠습니다. 공연이 끝난 후에는 칼국수와 함께 즐기면 최고의 마무리가 되었습니다. 육수는 맑고 깔끔했지만 고추씨가 은은하게 감돌아 약간의 매운맛을 더해줘 만두를 국물에 적셔 먹을 때 아주 맛있었습니다!"
1,깔끔하고 개운합니다. 만두전골 1인분 당 만두 4개가 나오는듯합니다. 고기만두는 약간 맛이 밋밋하여 김치만두를 더 추천드립니다. 기본적으로 칼국수 사리가 나오며 인원수만큼 메뉴를 주문한 경우 리필이 가능하다는데 리필할 필요 없을 만큼 양이 푸짐합니다. 저렴한 가격에 이 정도 맛이면 자주 찾을 듯합니다. 주차 가능한 공간이 조금 있지만 아주 많지는 않은 편입니다.,"공연 관람 후기가 산뜻하고 깔끔한 느낌을 줍니다. 1인당 네 개의 간식이 제공되는 것 같았고, 고기 맛은 다소 심심한 편이라 매콤한 맛의 간식을 더 추천하고 싶습니다. 기본적으로 국수 종류가 함께 나오며, 인원수만큼 좌석을 예약하면 추가 제공도 가능하다고 하지만, 양이 충분해서 굳이 리필할 필요는 없을 것 같아요. 합리적인 가격에 이 정도 만족도를 느낄 수 있다면 앞으로도 자주 방문할 것 같습니다. 주차 공간은 마련되어 있지만 넉넉하진 않은 편입니다."
1,이곳은 맛 집이 확실하네요 만두도 엄청 맛있고 육수도 엄청 깔끔하니 개운합니다 적극 추천합니다,이 공연장은 정말 명불허전이에요. 공연도 매우 훌륭했고 무대 구성도 아주 깔끔하고 산뜻했습니다. 꼭 한 번 경험해보시길 강력히 추천드립니다.
1,만두전골 8000 손 만두 7000에 전인원 주문 시 칼국수 무한리필입니다. 맑은 국물이 얼큰하게 맛있습니다. 겉절이도 맛있습니다. 포장 시 천원 할인인데 겉절이는 포장이 안된다고 합니다.,"전골 요리가 8000원, 손으로 빚은 만두가 7000원인데, 모든 사람이 주문하면 국수가 무한 리필로 제공됩니다. 맑으면서도 얼큰한 국물 맛이 아주 훌륭했어요. 신선한 겉절이도 입맛을 돋우었고요. 포장할 때는 1000원 할인이 있지만 겉절이는 포장이 불가능하다고 하네요."
1,JMT 김치만두 맛있는 집 처음 봤습니다 만두전골 칼국수 다 맛있음,정말 맛있는 김치만두를 먹어본 건 이번이 처음이었어요. 만두전골과 칼국수도 기대 이상으로 맛있어서 아주 만족스러운 공연 관람 후 식사 경험이었습니다.
1,"꿔바로우가 진짜 진짜 맛있어요.. 꼭 드셔보세요 좋아하는 유튜브가 추천해준 곳인데, 꿔바로우 먹어보고 깜놀! 마라탕이나 샹궈는 평범 평균 이상입니다. 그런데 청결도가 조금 떨어져서 아쉬워요.","연주회장에 갔는데 정말 정말 감동적이었어요.. 꼭 한번 관람해보세요 제가 즐겨보는 영상 크리에이터가 추천한 곳인데, 연주를 듣고 정말 놀랐습니다! 다른 공연들은 보통 이상 수준이었어요. 다만, 좌석이나 시설 관리가 조금 부족해서 아쉬웠습니다."
1,어떤 유튜브 분의 소개로 유명해진 맛 집이라고 들었습니다! 2번째 방문인데 꿔바로우가 특히 너무 맛있었습니다!! 엄청 바삭하고 맛있으니 꿔바로우 좋아하시는 분들은 강력 추천해드려요,"어떤 유튜버의 추천으로 알게 된 공연장입니다! 이번이 두 번째 관람인데, 특히 메인 공연이 정말 인상 깊었어요! 공연이 매우 신나고 즐거워서 이런 장르를 좋아하는 분들께 강력히 추천드립니다."
1,꿔 바로 우 진짜 마싰어요... 여기 4번째 방문이에요  마파두부도 맛있어요!,정말 진짜 맛있었어요... 이번이 벌써 네 번째 방문이에요. 매운 두부 요리도 일품이었답니다!
1,진짜 맛있어요 중국음식집 요즘 많은데 그중에서도 진짜 맛있어요..!현지 맛입니다 대신 약간 매장 위생은 좀 더 갖춰야 할 것 같아요,"정말 훌륭한 공연이었어요. 요즘 공연장이 많지만 그중에서도 이곳은 정말 만족스러웠습니다..! 현지 분위기가 잘 느껴졌어요. 다만, 공연장 청결 상태는 조금 더 신경 써야 할 것 같아요."
1,"제가 살면서 먹어본 마라탕 집 중에서 가장 맛있었던 집입니다. 지인들이 엄청나게 추천해서 저도 가게를 가본 케이스고 저도 제 지인들에게 엄청나게 추천을 하고 있는데요, 몇 번 가봤지만 마라탕과 샹궈는 맛이 예전처럼 혁신적이고 맛있다는 느낌은 없습니다만 꿔바로우가 진짜 세계에서 가장 맛있는 꿔바로우라는 생각이 들 정도로 꿔바로우가 너무너무 맛있습니다. 꿔바로우 한 그릇에 1만 5000원에 판매하고 있는데 정말 양도 많고 소스가 진짜 기가 막힙니다. 여기는 마라탕에 넣는 고기를 고기 추가 비용으로 넣지 않고 야채를 고르는 것처럼 무게로 재기 때문에 고기를 많이 드시고 싶으신 분들은 여기서 고기를 많이 시키는 것이 좋을 것 같습니다","제가 살아오면서 참석했던 콘서트 중에서 가장 인상 깊었던 공연입니다. 여러 지인들이 매우 강력하게 추천해줘서 저도 직접 가보게 되었고, 저 역시 제 주변 사람들에게 적극 추천하고 있습니다. 공연을 여러 번 보긴 했지만, 그때마다 음악과 무대는 예전만큼 새롭고 감동적이라는 느낌은 줄어들었지만, 메인 무대의 퍼포먼스는 정말 세계 최고라고 생각할 만큼 훌륭했습니다. 해당 퍼포먼스는 입장료 1만 5000원에 볼 수 있었는데, 오랜 시간 동안 푸짐한 볼거리와 함께 환상적인 연출로 흠잡을 데 없었습니다. 이 공연은 일반적인 좌석 외 추가 비용 없이도 다양한 프로그램을 즐길 수 있어서, 더 많은 무대를 경험하고자 하는 분들께 매우 추천할만한 행사입니다."
1,꿔바로우 마라샹궈 가격도 괜찮고 쫀맛. 특히 마라샹궈 고기 겁내 담았는데 이만 원밖에 안 나옴. 가산디지털단지역과 거리가 있는데 갈만함. 추천,"콘서트 티켓 값도 적당하고 공연 퀄리티가 정말 좋았어요. 특히 무대 연출에 배우들이 많이 참여해서 감동적이었는데, 가격이 만 원대라 가성비 최고였습니다. 역에서 조금 떨어져 있지만 충분히 방문할 가치가 있어요. 꼭 한 번 관람해 보시길 추천합니다."
1,직원분들이 중국인들이어서 디테일한 주문은 어렵지만 이를 맛과 가격이 커버하고도 남는다,"직원들이 모두 외국인이라 세세한 요구를 전달하기는 힘들었지만, 공연의 퀄리티와 합리적인 가격이 그런 부분을 충분히 보완해 주었다."
1,양 엄청 많았는데 가격도 착하고 맛있어요  특히 꿔바로우는 꼭 먹어야 합니다!!,"음식의 양이 정말 푸짐했고, 가격도 합리적이었어요. 무엇보다 특별히 기억에 남는 것은 그 바삭한 요리였는데, 꼭 맛봐야 한다고 자신 있게 말할 수 있습니다!"
1,한국 직원이 없음. 꿔바로우 진짜 맛 집. 향신료 맛이 너무 강하지 않아서 맛있음,"현장에 한국 직원이 없었지만, 꿔바로우 음식이 정말 훌륭했어요. 향신료가 과하지 않아 더욱 맛있게 즐길 수 있었습니다."
1,친구가 좋아하는 유튜브가 자주 간대서 갔네요. 맛있고 가격도 그리 비싸지 않아서 좋았어요. 사장님이 만들어 주시는 소스도 맛있었어요.,"친구가 자주 찾는 공연이라고 해서 함께 다녀왔습니다. 공연 퀄리티가 좋았고, 티켓 가격도 부담스럽지 않아서 만족스러웠어요. 무대 위에서 준비해주시는 특별한 소리 효과도 인상 깊었습니다."
1,지밸리 구디 맛 집 식객촌 용호 낙지 낙곱새 나는 새우????와 낙지????만 냠냠냠???? 맛있어???? 야근한 나를 위해 기다려 준 나의 사랑???? 해외 출장한 보양식???? 힘들겠지만 잘 다녀오시어요???? 존 만,나는 좋아하는 사람과 함께 늦게까지 일한 나를 위해 기다린 그 고마운 마음에 감동했다. 그날 우리는 소문난 맛집에서 새우와 낙지를 먹으며 즐거운 시간을 보냈다. 이 음식은 멀리 출장을 간 이에게 힘이 되어줄 보양식 같았다. 힘들더라도 잘 다녀오길 바라는 진심이 전해졌다.
1,낙곱새에 차돌 추가했는데 양은.. 적어요 그래도 맛은 보통 먹을만하고 친절해요,매운 해물 요리에 고기를 더했는데 양이 살짝 부족했어요. 그래도 맛 자체는 무난하고 서비스도 좋았습니다.
1,"친절하시고 맛있게 잘 먹었습니다! 낙곱새 푸짐하게 많이 먹어서 배 나왔습니다 처음 먹어보는데 생각보다 먹을만한 맛이네 했는데, 잔뜩 넣어 먹으니 맛있어요","직원이 매우 친절해서 기분 좋게 식사할 수 있었습니다! 공연장에서 즐거운 시간을 보내고 든든하게 배를 채웠어요. 처음 보는 공연이었는데 기대 이상으로 재미있었고, 다양한 요소들이 어우러져 더 풍성한 경험을 선사해 주었습니다."
1,회사 점심시간에 갔는데 음식이 빨리 나와서 좋았어요 공깃밥도 무료고 밥 비벼 먹을 수 있게 부가 재료도 푸짐하게 잘 나와요,"공연 관람 도중 시작 시간이 빨리 맞춰져서 좋았어요. 관객용 무료 간식도 제공되었고, 공연 중간에 간단히 즐길 수 있는 다양한 먹거리도 넉넉하게 준비되어 만족스러웠습니다."
1,구로디지털단지에 근무하는 친구 덕분에 오게 된 이곳... 낙곱새 부산에서도 먹어봤는데 여기 정말 멈출 수 없어!!,"친구가 일하는 곳 근처라서 방문하게 된 콘서트장... 예전에 부산에서도 이런 공연을 본 적 있는데, 여기 공연은 정말 끝까지 집중하게 만들어요!"
2,가산에서 낙곱새를 먹을 수 있는 곳. 매운맛으로 먹는 게 더 맛있다,공연장 근처에서 매콤한 맛으로 즐길 수 있는 음식점이 있다. 매운 양념이 더해지니 훨씬 맛있게 느껴졌다.
1,맛있는데 생각하던 그 낙곱새 정도..?,"음식이 맛있긴 했지만, 기대한 만큼의 특별한 맛은 아니었던 것 같아요."
1,술 못임으로 방문 외관이랑 달리 너무 예쁜 인테리어에 맛도 분위기도 굿굿 조용하고 깔끔하고 또 가고 싶다,"알코올을 못 마시는 편이라 걱정했지만, 외부 모습과는 달리 내부 인테리어가 정말 아름다웠다. 분위기와 맛 모두 만족스러웠고, 조용하고 깔끔한 환경 덕분에 다시 찾고 싶은 장소였다."
1,나쁘진 않지만 아주 인상적이진 않음.. 방문 때마다 아이유 노래가 나옴. 가산에서 이 가격이면 조금 더 맛있어도 되지 않을까? 덮밥 계열이나 카레보단 돈가스가 나음.,"특별히 실망하진 않았지만, 크게 기억에 남을 정도도 아니었다. 공연장에 갈 때마다 비슷한 음악이 계속 흘러나오는 느낌이었다. 이 가격대의 티켓이라면 조금 더 만족스러운 경험을 기대했을 텐데, 아쉬운 부분이 있었다. 무대 연출이나 분위기 면에서는 감자 요리나 향신료 풍부한 곡보다는 클래식한 발라드가 더 어울렸다."
1,가산에 이런 곳이...! 홍대 느낌 물씬..!인테리어도 이쁘고 음식 정갈하게 담아서 나옴! 물론 맛도 있음 추천 추천,"가산에 이런 장소가 있을 줄이야...! 마치 홍대 분위기가 가득 느껴졌어요..! 실내 장식도 세련되고, 음식도 깔끔하게 정성스럽게 준비되어 나왔답니다! 당연히 맛도 아주 훌륭해서 강력히 추천합니다."
1,가산에서 홍대 느낌 낼 수 있음 2천 원인가 추가하면 샐러드랑 연어도 줌 가산에 이런 가게가 있었다니,가산에서도 홍대 분위기를 느낄 수 있네요. 추가로 2천 원 정도만 더 내면 샐러드와 연어도 함께 제공해 줘서 놀랐어요. 가산에 이런 곳이 있을 줄 몰랐네요.
1,조용한 일식집인데 맛도 좋고 분위기도 한적해요 다른 메뉴들도 먹어보고 싶어요 사케도 추천!,"조용한 분위기의 식당이었는데 음식 맛이 정말 만족스러웠어요. 공연 관람 후에도 편안하게 쉴 수 있던 공간이었고, 다른 메뉴들도 시도해보고 싶을 정도였어요. 음료도 꼭 한 번 맛보길 권해드립니다!"
1,가산에서 분위기 좋은 일본 가정식이 먹고 싶은 경우 추천 재방문 의사 있음,분위기가 좋은 장소에서 일본식 가정식을 맛보고 싶을 때 여기만큼 적합한 곳이 드물다. 다시 방문하고 싶은 마음이 든다.
1,음식이 깔끔하고 정갈하게 나와서 좋아요 물론 맛도 있어요!,음식이 깔끔하고 정돈되어 나와서 만족스러웠어요. 당연히 맛도 훌륭했습니다!
1,일단 맛있다.. 문제는 맵다 보통도 맵기 때문에 매운 거 잘 못 먹는 사람은 도전정신이 필요하거나 최대한 맵지 않게 해달라고 부탁해봐야 할 것 같다 술하고 먹으면 최상일 듯,"일단 공연이 정말 만족스러웠다.. 다만 강렬한 느낌이 강해 평소 매운 맛에 약한 사람이라면 어느 정도 용기 내어야 할 것 같고, 가능하다면 좀 덜 자극적으로 조절해 달라고 부탁하는 게 좋을 것 같다. 공연 후 함께한 음료와의 조합이 특히 훌륭했을 듯하다."
1,"자극적이지만 맛있게 매운 양념 덜 매운맛도 매워요 샤부샤부 고기는 냉동이지만 익으면서 충분히 야들야들 해지고, 아래에 깔려있는 소 갈빗대 고기도 기대 이상","강렬한 매운맛이 있었지만 입맛을 돋우는 맛이었고, 덜 자극적인 맛조차도 충분히 강렬했어요. 공연 중 무대 위 퍼포먼스는 냉정해 보였지만 시간이 지날수록 부드럽고 매력적으로 변했고, 밑에서 함께한 다른 팀의 공연 또한 기대 이상으로 좋았습니다."
1,정말 모양은 산더미 그 자체 근데 맵찔들은 조심해야 함 난 좀 매웠음 근데 맛있게 매움,"정말로 무대가 웅장하고 압도적이었어. 하지만 매운 음식을 잘 못 먹는 사람들은 주의하는 게 좋을 것 같아. 나는 조금 매웠지만, 그 매운맛이 오히려 맛있게 느껴졌어."
1,"안 매운맛도 매운 편이에요. 양이 푸짐하고, 갈비 고기보다 콩나물과 같이 먹는 샤브 고기가 맛있어요.","맵지 않은 맛도 다소 매콤하게 느껴졌어요. 양이 넉넉해서 만족스러웠고, 갈비보다 콩나물과 함께 즐기는 얇게 썬 고기 쪽이 더 맛있게 다가왔습니다."
1,구성비 내림...!! 맛있고 저렴하고 직원분들 친절하고 매장도 넓어서 쾌적!!! 무료주차되는 것도 굿!! 다만 맛있는데 안 매운맛 시켜도 맵다,"구성비가 점점 줄어든 것 같아 아쉽지만, 음식은 여전히 맛있고 가격도 합리적이에요. 직원분들도 매우 친절하시고, 공연장이 넓고 쾌적해서 만족스러웠습니다. 무료 주차가 가능하다는 점도 큰 장점입니다. 다만, 매운 음식을 주문하지 않았음에도 불구하고 약간 매운 점은 조금 아쉬웠습니다."
1,인스타에서 찾아보고 간 곳인데 기대 이상이었어요 가격이 좀 되는 거 같았지만 양이 푸짐하고 고기도 맛있었어요 안에 등갈비도 들어있는데 개인적으로는 서브 샤브 고기가 더 맛있었어요 콩나물과 미나리가 잘 어울려서 신기했어요 매운맛을 고를 수 있는데 안 매운맛으로 맛있게 잘 먹었어요 술 한잔하기도 좋을 거 같아요 주차는 30분 무료입니다,"SNS에서 보고 방문했던 공연이 기대 이상이었어요. 티켓 값이 조금 있는 편이었지만 무대 연출과 배우들의 열연이 풍성해서 만족스러웠습니다. 특히 메인 공연 외에 작은 서브 무대가 더 인상 깊었어요. 조명과 음향이 잘 어우러져서 감동적이었고, 매운 느낌의 강렬한 분위기 대신 부드럽고 따뜻한 분위기를 선택해 공연을 즐겼어요. 한 잔 곁들이며 여유롭게 감상하기에도 좋았고, 공연장 주차는 30분간 무료라 편리했답니다."
